,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
3862,653,Spain,Female,36,3,0.0,2,0,0,110525.6,0,0,2,PLATINUM,504
9391,846,Spain,Male,61,0,0.0,2,1,1,96202.44,0,0,1,PLATINUM,292
2515,564,France,Male,40,4,0.0,1,1,0,85455.62,1,1,2,GOLD,344
1637,538,Spain,Female,31,0,0.0,2,0,0,179453.66,0,0,5,SILVER,798
7028,718,Germany,Male,26,7,147527.03,1,0,0,51099.56,0,0,4,PLATINUM,955
221,514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,0,4,DIAMOND,583
5722,681,France,Male,34,3,0.0,2,0,0,55816.2,0,0,2,GOLD,628
3662,632,France,Female,28,5,118890.81,1,0,1,145157.97,0,0,3,DIAMOND,756
7334,616,France,Male,18,6,0.0,2,1,1,27308.58,0,0,3,PLATINUM,466
2889,594,France,Female,31,9,0.0,1,0,1,5719.11,0,0,5,GOLD,365
7692,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0,0,5,DIAMOND,246
8205,477,Germany,Female,39,4,182491.57,1,1,0,185830.72,0,0,3,SILVER,333
1914,746,Spain,Male,31,2,113836.27,1,1,1,174815.54,0,0,3,SILVER,537
2161,561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0,0,5,GOLD,296
7106,646,France,Male,40,5,93680.43,2,1,1,179473.26,0,0,4,SILVER,298
6654,608,France,Female,30,8,85859.76,1,0,0,142730.27,0,0,5,DIAMOND,922
8986,760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0,0,2,GOLD,927
4838,556,France,Female,40,9,129860.37,1,0,0,17992.94,0,0,4,DIAMOND,332
3230,679,France,Female,33,6,0.0,2,1,1,98015.85,0,0,5,PLATINUM,521
2221,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1,1,4,SILVER,704
3710,645,France,Male,30,1,125739.26,1,1,1,193441.23,0,0,2,SILVER,788
4171,564,France,Female,27,6,0.0,1,0,0,7819.76,0,0,5,PLATINUM,602
7855,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0,0,1,DIAMOND,656
8586,650,Germany,Female,46,9,149003.76,2,1,0,176902.83,0,0,3,GOLD,880
3375,777,France,Female,58,4,0.0,1,1,1,62449.07,1,1,3,GOLD,852
3009,551,France,Male,31,1,0.0,2,1,1,185105.44,0,0,4,SILVER,275
9970,518,France,Male,42,7,151027.05,2,1,0,119377.36,0,0,3,SILVER,535
1084,796,France,Male,24,8,0.0,2,1,0,61349.37,0,0,4,GOLD,612
2918,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1,1,4,GOLD,502
3217,598,Spain,Female,56,4,98365.33,1,1,1,44251.33,0,0,5,DIAMOND,850
3797,839,France,Female,51,3,0.0,1,1,1,69101.23,1,1,5,PLATINUM,704
9045,766,Germany,Male,27,5,126285.73,1,1,0,177614.17,1,1,3,SILVER,969
8487,706,Germany,Male,34,0,140641.26,2,1,1,77271.91,0,0,3,GOLD,288
4952,679,Spain,Male,58,9,109327.65,1,1,1,3829.13,0,0,3,DIAMOND,902
5292,745,France,Female,28,6,0.0,2,1,0,154389.18,0,0,4,SILVER,649
3506,445,Spain,Male,45,10,0.0,2,0,1,90977.48,0,0,1,SILVER,797
6994,557,France,Female,24,4,0.0,1,0,0,20515.72,0,0,5,GOLD,532
9670,756,France,Female,32,4,0.0,2,1,0,147040.25,0,0,5,PLATINUM,809
8826,412,France,Male,29,5,0.0,2,0,0,12510.53,0,0,1,SILVER,327
7472,448,France,Female,36,6,83947.12,2,1,0,81999.53,0,0,4,SILVER,524
7084,805,Germany,Male,56,6,151802.29,1,1,0,46791.09,1,1,2,SILVER,682
6882,586,France,Male,32,1,0.0,2,0,0,31635.99,0,0,5,GOLD,934
1321,724,France,Male,40,6,0.0,2,0,0,106149.48,0,0,3,PLATINUM,437
7241,521,France,Male,37,5,105843.26,2,1,1,84908.2,0,0,3,SILVER,751
7896,635,Spain,Male,41,1,0.0,2,1,0,175611.5,0,0,2,GOLD,796
4985,554,Germany,Male,26,4,121365.39,1,1,1,8742.36,0,0,5,DIAMOND,926
6453,566,Germany,Female,44,5,141428.99,2,0,0,68408.74,0,0,4,SILVER,459
1024,718,France,Female,25,4,108691.95,1,1,0,63030.97,0,0,2,DIAMOND,723
8946,623,France,Male,28,7,0.0,1,0,0,129526.57,0,0,4,SILVER,223
3093,627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0,0,4,GOLD,395
5060,577,France,Female,35,4,108155.49,1,1,0,105407.79,0,0,1,PLATINUM,565
8981,673,Spain,Female,35,6,0.0,2,1,0,98618.79,0,0,5,SILVER,222
4248,573,France,Male,26,8,86270.93,2,1,1,90177.3,0,0,5,GOLD,430
6984,588,France,Male,44,8,154409.74,1,1,0,49324.03,1,1,1,DIAMOND,736
6878,651,France,Male,35,0,181821.96,2,0,1,36923.67,1,1,5,PLATINUM,539
6972,595,France,Male,52,9,0.0,1,1,1,106340.66,1,1,4,GOLD,479
798,683,France,Female,35,6,187530.66,2,1,1,37976.36,0,0,3,SILVER,511
1053,600,Spain,Female,50,6,94684.27,1,1,1,50488.91,0,0,3,DIAMOND,981
4530,697,Germany,Male,43,7,115371.94,2,1,0,64139.1,0,0,1,GOLD,538
2087,716,France,Female,52,7,65971.61,2,1,0,14608.0,1,1,2,PLATINUM,450
8297,584,France,Female,35,2,114321.28,2,0,0,15959.01,0,0,3,DIAMOND,855
8141,486,Spain,Male,24,1,0.0,1,1,0,98802.76,0,0,5,DIAMOND,937
5609,623,Spain,Female,40,4,0.0,3,1,0,31669.18,0,0,2,PLATINUM,998
7879,657,France,Male,44,6,76495.04,1,1,0,79071.89,0,0,4,SILVER,721
5802,499,France,Male,35,10,0.0,2,1,0,10722.54,0,0,1,GOLD,234
7643,722,Spain,Female,32,4,0.0,2,1,1,113666.48,0,0,4,SILVER,630
1662,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0,0,2,DIAMOND,227
6412,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1,1,5,PLATINUM,813
1195,676,France,Female,43,2,0.0,1,1,1,55119.53,0,0,1,PLATINUM,679
3418,792,France,Female,42,2,0.0,2,1,0,92664.09,0,0,3,PLATINUM,522
3570,674,France,Male,46,2,174701.05,1,1,0,90189.72,1,1,4,DIAMOND,410
8365,850,France,Male,31,1,96399.31,2,1,0,106534.15,0,0,5,PLATINUM,318
5444,698,France,Male,33,5,135658.73,2,0,1,39755.0,0,0,1,SILVER,903
8108,437,Germany,Male,35,6,126803.34,2,1,1,161133.4,0,0,3,DIAMOND,628
3484,784,Germany,Male,28,2,70233.74,2,1,1,179252.73,0,0,5,GOLD,827
2333,484,Spain,Male,36,8,0.0,2,1,0,186136.48,0,0,1,PLATINUM,512
126,549,France,Female,52,1,0.0,1,0,1,8636.05,1,1,4,DIAMOND,485
186,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0,5,GOLD,260
6645,850,France,Male,37,4,126872.6,1,1,0,197266.58,0,0,1,DIAMOND,951
4719,566,Germany,Female,35,1,123042.0,1,1,0,66245.44,1,1,1,DIAMOND,704
7141,755,Germany,Female,38,1,82083.52,1,0,1,10333.78,0,0,4,DIAMOND,447
165,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0,5,GOLD,612
352,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,0,4,PLATINUM,234
9413,751,France,Female,44,10,0.0,2,1,0,170634.49,0,0,1,SILVER,283
2710,634,Germany,Male,37,1,89696.84,2,1,1,193179.88,0,0,2,GOLD,725
4974,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1,1,2,SILVER,381
6331,629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0,0,3,GOLD,556
4892,707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1,1,5,GOLD,303
9541,603,France,Male,38,8,59360.77,1,1,1,191457.06,0,0,1,GOLD,583
5095,705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0,0,4,GOLD,336
6167,657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0,0,1,GOLD,554
5840,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0,0,5,GOLD,954
9077,730,France,Female,36,8,148749.29,2,1,0,91830.75,0,0,3,GOLD,694
4127,712,Spain,Male,52,9,0.0,1,1,1,117977.45,1,1,1,GOLD,294
2137,850,France,Female,38,1,106871.81,2,1,0,29333.01,0,0,3,SILVER,527
2933,588,Spain,Male,46,8,0.0,1,1,0,61931.21,0,0,5,GOLD,950
985,551,Germany,Male,31,9,82293.82,2,1,1,91565.25,0,0,3,PLATINUM,748
2403,641,France,Female,26,4,91547.84,2,0,1,28157.34,0,0,2,PLATINUM,712
9035,535,France,Male,45,2,0.0,2,1,0,125658.28,0,0,5,DIAMOND,430
6209,690,France,Female,40,9,77641.99,1,0,0,189051.59,1,1,4,PLATINUM,832
3015,674,Germany,Male,43,8,85957.88,2,1,0,8757.39,0,0,4,GOLD,840
6119,490,France,Male,33,1,0.0,2,1,1,80792.83,0,0,3,DIAMOND,861
6469,615,France,Female,23,4,0.0,2,1,0,196476.19,0,0,5,SILVER,773
9691,765,France,Male,42,4,123311.39,2,1,1,82868.34,0,0,5,GOLD,798
2783,597,France,Female,33,6,135703.59,2,0,0,74850.84,0,0,3,SILVER,438
6185,699,Germany,Male,36,6,147137.74,1,1,1,33687.9,0,0,5,PLATINUM,504
9686,793,France,Male,63,4,103729.79,2,1,1,80272.06,0,0,3,DIAMOND,650
599,484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0,0,3,DIAMOND,774
5230,733,Germany,Male,40,5,125725.02,2,1,1,50783.1,0,0,3,DIAMOND,656
4162,652,France,Female,74,5,0.0,2,1,1,937.15,0,0,5,GOLD,286
3247,791,Spain,Male,25,7,0.0,1,1,0,89666.28,0,0,5,PLATINUM,740
4797,793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0,0,5,DIAMOND,338
3360,844,France,Male,38,7,111501.66,1,1,1,119333.38,0,0,5,SILVER,962
903,568,France,Male,28,5,145105.64,2,1,0,185489.11,0,0,5,GOLD,975
4128,639,Germany,Female,37,5,151242.48,1,0,1,49637.65,0,0,3,GOLD,776
3337,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1,1,1,DIAMOND,806
7907,683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0,0,4,SILVER,649
3313,684,France,Male,54,6,0.0,2,1,1,94888.6,0,0,3,SILVER,335
8455,609,France,Female,53,6,0.0,2,1,1,124218.27,0,0,3,GOLD,645
7539,755,France,Male,42,2,119919.12,1,1,0,156868.21,0,0,1,PLATINUM,765
216,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,0,3,DIAMOND,310
5100,572,Spain,Female,26,5,0.0,2,1,0,119381.41,0,0,2,SILVER,502
5188,663,Spain,Male,30,4,0.0,3,1,0,101371.05,0,0,1,DIAMOND,604
8157,719,Spain,Female,32,7,0.0,1,0,0,76264.27,0,0,3,PLATINUM,677
531,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0,0,4,DIAMOND,267
8073,777,Germany,Female,34,5,96693.66,1,1,1,172618.52,0,0,2,SILVER,971
3673,764,France,Male,24,7,98148.61,1,1,0,26843.76,0,0,1,GOLD,275
8208,711,France,Female,29,3,130181.47,2,1,0,31811.44,0,0,5,SILVER,719
8466,613,France,Male,36,9,131307.11,1,0,0,83343.73,0,0,4,PLATINUM,336
